date,product_id,product_name,category,quantity_sold,selling_price,stock_available,day_of_week,month,season,holiday,supplier_lead_days
2024-01-11,P009,Soap,Personal Care,8,34.01,53,Thursday,1,Winter,0,7
2024-01-11,P010,Shampoo,Personal Care,5,121.48,63,Thursday,1,Winter,0,7
2024-01-12,P001,Rice,Grocery,22,59.47,106,Friday,1,Winter,0,5
2024-01-12,P002,Wheat,Grocery,12,43.78,54,Friday,1,Winter,0,5
2024-01-12,P003,Sugar,Grocery,12,49.44,46,Friday,1,Winter,0,4
2024-01-12,P004,Cooking Oil,Grocery,12,116.36,92,Friday,1,Winter,0,6
2024-01-12,P005,Milk,Dairy,38,40.67,212,Friday,1,Winter,0,2
2024-01-12,P006,Bread,Bakery,35,35.0,163,Friday,1,Winter,0,2
2024-01-12,P007,Eggs,Dairy,38,6.72,164,Friday,1,Winter,0,2
2024-01-12,P008,Biscuits,Snacks,28,29.96,98,Friday,1,Winter,0,4
2024-01-12,P009,Soap,Personal Care,10,34.14,94,Friday,1,Winter,0,7
2024-01-12,P010,Shampoo,Personal Care,7,122.72,67,Friday,1,Winter,0,7
2024-01-13,P001,Rice,Grocery,31,58.09,62,Saturday,1,Winter,0,5
2024-01-13,P002,Wheat,Grocery,18,45.63,44,Saturday,1,Winter,0,5
2024-01-13,P003,Sugar,Grocery,22,51.04,80,Saturday,1,Winter,0,4
2024-01-13,P004,Cooking Oil,Grocery,14,115.3,83,Saturday,1,Winter,0,6
2024-01-13,P005,Milk,Dairy,40,41.24,134,Saturday,1,Winter,0,2
2024-01-13,P006,Bread,Bakery,32,34.52,161,Saturday,1,Winter,0,2
2024-01-13,P007,Eggs,Dairy,55,6.68,112,Saturday,1,Winter,0,2
2024-01-13,P008,Biscuits,Snacks,22,31.4,123,Saturday,1,Winter,0,4
2024-01-13,P009,Soap,Personal Care,9,34.83,69,Saturday,1,Winter,0,7
2024-01-13,P010,Shampoo,Personal Care,8,118.24,73,Saturday,1,Winter,0,7
2024-01-14,P001,Rice,Grocery,45,61.26,155,Sunday,1,Winter,1,5
2024-01-14,P002,Wheat,Grocery,27,46.34,46,Sunday,1,Winter,1,5
2024-01-14,P003,Sugar,Grocery,24,51.2,102,Sunday,1,Winter,1,4
2024-01-14,P004,Cooking Oil,Grocery,15,117.13,90,Sunday,1,Winter,1,6
2024-01-14,P005,Milk,Dairy,55,40.71,171,Sunday,1,Winter,1,2
2024-01-14,P006,Bread,Bakery,40,34.49,151,Sunday,1,Winter,1,2
2024-01-14,P007,Eggs,Dairy,82,7.08,443,Sunday,1,Winter,1,2
2024-01-14,P008,Biscuits,Snacks,33,31.48,73,Sunday,1,Winter,1,4
2024-01-14,P009,Soap,Personal Care,14,33.37,46,Sunday,1,Winter,1,7
2024-01-14,P010,Shampoo,Personal Care,12,118.19,55,Sunday,1,Winter,1,7
2024-01-15,P001,Rice,Grocery,24,59.41,88,Monday,1,Winter,0,5
2024-01-15,P002,Wheat,Grocery,23,43.83,108,Monday,1,Winter,0,5
2024-01-15,P003,Sugar,Grocery,15,50.26,83,Monday,1,Winter,0,4
2024-01-15,P004,Cooking Oil,Grocery,14,119.25,35,Monday,1,Winter,0,6
2024-01-15,P005,Milk,Dairy,34,40.25,48,Monday,1,Winter,0,2
2024-01-15,P006,Bread,Bakery,33,35.7,135,Monday,1,Winter,0,2
2024-01-15,P007,Eggs,Dairy,36,7.02,59,Monday,1,Winter,0,2
2024-01-15,P008,Biscuits,Snacks,20,30.11,73,Monday,1,Winter,0,4
2024-01-15,P009,Soap,Personal Care,12,34.58,51,Monday,1,Winter,0,7
2024-01-15,P010,Shampoo,Personal Care,8,125.78,71,Monday,1,Winter,0,7
2024-01-16,P001,Rice,Grocery,19,58.57,36,Tuesday,1,Winter,0,5
2024-01-16,P002,Wheat,Grocery,13,44.95,46,Tuesday,1,Winter,0,5
2024-01-16,P003,Sugar,Grocery,23,49.52,109,Tuesday,1,Winter,0,4
2024-01-16,P004,Cooking Oil,Grocery,10,118.39,58,Tuesday,1,Winter,0,6
2024-01-16,P005,Milk,Dairy,39,39.55,141,Tuesday,1,Winter,0,2
2024-01-16,P006,Bread,Bakery,27,34.49,80,Tuesday,1,Winter,0,2
2024-01-16,P007,Eggs,Dairy,41,6.97,240,Tuesday,1,Winter,0,2
2024-01-16,P008,Biscuits,Snacks,19,28.6,39,Tuesday,1,Winter,0,4
2024-01-16,P009,Soap,Personal Care,11,36.28,94,Tuesday,1,Winter,0,7
2024-01-16,P010,Shampoo,Personal Care,5,125.04,20,Tuesday,1,Winter,0,7
2024-01-17,P001,Rice,Grocery,19,58.23,73,Wednesday,1,Winter,0,5
2024-01-17,P002,Wheat,Grocery,20,42.81,69,Wednesday,1,Winter,0,5
2024-01-17,P003,Sugar,Grocery,16,51.41,31,Wednesday,1,Winter,0,4
2024-01-17,P004,Cooking Oil,Grocery,11,124.89,70,Wednesday,1,Winter,0,6
2024-01-17,P005,Milk,Dairy,43,38.71,235,Wednesday,1,Winter,0,2
2024-01-17,P006,Bread,Bakery,21,36.2,100,Wednesday,1,Winter,0,2
2024-01-17,P007,Eggs,Dairy,41,7.07,54,Wednesday,1,Winter,0,2
2024-01-17,P008,Biscuits,Snacks,20,30.73,27,Wednesday,1,Winter,0,4
2024-01-17,P009,Soap,Personal Care,11,36.63,75,Wednesday,1,Winter,0,7
2024-01-17,P010,Shampoo,Personal Care,8,114.25,100,Wednesday,1,Winter,0,7
2024-01-18,P001,Rice,Grocery,23,59.18,72,Thursday,1,Winter,0,5
2024-01-18,P002,Wheat,Grocery,18,46.09,51,Thursday,1,Winter,0,5
2024-01-18,P003,Sugar,Grocery,18,48.35,79,Thursday,1,Winter,0,4
2024-01-18,P004,Cooking Oil,Grocery,9,117.4,20,Thursday,1,Winter,0,6
2024-01-18,P005,Milk,Dairy,34,40.59,178,Thursday,1,Winter,0,2
2024-01-18,P006,Bread,Bakery,29,36.72,66,Thursday,1,Winter,0,2
2024-01-18,P007,Eggs,Dairy,34,6.72,48,Thursday,1,Winter,0,2
2024-01-18,P008,Biscuits,Snacks,27,29.89,53,Thursday,1,Winter,0,4
2024-01-18,P009,Soap,Personal Care,8,34.51,44,Thursday,1,Winter,0,7
2024-01-18,P010,Shampoo,Personal Care,6,117.34,42,Thursday,1,Winter,0,7
2024-01-19,P001,Rice,Grocery,22,57.75,74,Friday,1,Winter,0,5
2024-01-19,P002,Wheat,Grocery,11,46.19,20,Friday,1,Winter,0,5
2024-01-19,P003,Sugar,Grocery,19,50.71,43,Friday,1,Winter,0,4
2024-01-19,P004,Cooking Oil,Grocery,12,117.75,92,Friday,1,Winter,0,6
2024-01-19,P005,Milk,Dairy,20,39.6,24,Friday,1,Winter,0,2
2024-01-19,P006,Bread,Bakery,33,34.99,100,Friday,1,Winter,0,2
2024-01-19,P007,Eggs,Dairy,41,6.85,228,Friday,1,Winter,0,2
2024-01-19,P008,Biscuits,Snacks,21,29.21,83,Friday,1,Winter,0,4
2024-01-19,P009,Soap,Personal Care,8,34.34,42,Friday,1,Winter,0,7
2024-01-19,P010,Shampoo,Personal Care,7,123.62,52,Friday,1,Winter,0,7
2024-01-20,P001,Rice,Grocery,18,61.78,63,Saturday,1,Winter,0,5
2024-01-20,P002,Wheat,Grocery,24,43.43,122,Saturday,1,Winter,0,5
2024-01-20,P003,Sugar,Grocery,24,51.69,93,Saturday,1,Winter,0,4
2024-01-20,P004,Cooking Oil,Grocery,12,120.23,88,Saturday,1,Winter,0,6
2024-01-20,P005,Milk,Dairy,28,39.87,131,Saturday,1,Winter,0,2
2024-01-20,P006,Bread,Bakery,38,36.72,63,Saturday,1,Winter,0,2
2024-01-20,P007,Eggs,Dairy,42,6.95,190,Saturday,1,Winter,0,2
2024-01-20,P008,Biscuits,Snacks,17,30.08,61,Saturday,1,Winter,0,4
2024-01-20,P009,Soap,Personal Care,10,33.72,30,Saturday,1,Winter,0,7
2024-01-20,P010,Shampoo,Personal Care,9,114.23,22,Saturday,1,Winter,0,7
2024-01-21,P001,Rice,Grocery,34,58.35,67,Sunday,1,Winter,0,5
2024-01-21,P002,Wheat,Grocery,20,43.62,102,Sunday,1,Winter,0,5
2024-01-21,P003,Sugar,Grocery,25,50.0,128,Sunday,1,Winter,0,4
2024-01-21,P004,Cooking Oil,Grocery,11,114.37,89,Sunday,1,Winter,0,6
2024-01-21,P005,Milk,Dairy,42,38.45,125,Sunday,1,Winter,0,2
2024-01-21,P006,Bread,Bakery,36,36.3,171,Sunday,1,Winter,0,2
2024-01-21,P007,Eggs,Dairy,62,7.3,230,Sunday,1,Winter,0,2
2024-01-21,P008,Biscuits,Snacks,25,31.19,29,Sunday,1,Winter,0,4
2024-01-21,P009,Soap,Personal Care,10,34.79,79,Sunday,1,Winter,0,7
2024-01-21,P010,Shampoo,Personal Care,6,119.31,88,Sunday,1,Winter,0,7
2024-01-22,P001,Rice,Grocery,28,60.23,126,Monday,1,Winter,0,5
2024-01-22,P002,Wheat,Grocery,16,43.41,84,Monday,1,Winter,0,5
2024-01-22,P003,Sugar,Grocery,18,50.93,85,Monday,1,Winter,0,4
2024-01-22,P004,Cooking Oil,Grocery,12,122.98,72,Monday,1,Winter,0,6
2024-01-22,P005,Milk,Dairy,25,41.82,50,Monday,1,Winter,0,2
2024-01-22,P006,Bread,Bakery,29,33.53,36,Monday,1,Winter,0,2
2024-01-22,P007,Eggs,Dairy,48,7.16,137,Monday,1,Winter,0,2
2024-01-22,P008,Biscuits,Snacks,18,31.0,31,Monday,1,Winter,0,4
2024-01-22,P009,Soap,Personal Care,9,36.34,45,Monday,1,Winter,0,7
2024-01-22,P010,Shampoo,Personal Care,7,119.88,52,Monday,1,Winter,0,7
2024-01-23,P001,Rice,Grocery,22,61.26,129,Tuesday,1,Winter,0,5
2024-01-23,P002,Wheat,Grocery,17,46.53,90,Tuesday,1,Winter,0,5
2024-01-23,P003,Sugar,Grocery,15,50.29,100,Tuesday,1,Winter,0,4
2024-01-23,P004,Cooking Oil,Grocery,9,117.95,34,Tuesday,1,Winter,0,6
2024-01-23,P005,Milk,Dairy,38,39.14,52,Tuesday,1,Winter,0,2
2024-01-23,P006,Bread,Bakery,30,35.81,140,Tuesday,1,Winter,0,2
2024-01-23,P007,Eggs,Dairy,45,7.22,89,Tuesday,1,Winter,0,2
2024-01-23,P008,Biscuits,Snacks,23,29.49,115,Tuesday,1,Winter,0,4
2024-01-23,P009,Soap,Personal Care,11,33.46,20,Tuesday,1,Winter,0,7
2024-01-23,P010,Shampoo,Personal Care,7,121.4,29,Tuesday,1,Winter,0,7
2024-01-24,P001,Rice,Grocery,17,59.74,82,Wednesday,1,Winter,0,5
2024-01-24,P002,Wheat,Grocery,16,43.51,52,Wednesday,1,Winter,0,5
2024-01-24,P003,Sugar,Grocery,22,50.46,37,Wednesday,1,Winter,0,4
2024-01-24,P004,Cooking Oil,Grocery,11,123.77,31,Wednesday,1,Winter,0,6
2024-01-24,P005,Milk,Dairy,34,38.74,70,Wednesday,1,Winter,0,2
2024-01-24,P006,Bread,Bakery,29,33.39,104,Wednesday,1,Winter,0,2
2024-01-24,P007,Eggs,Dairy,42,6.81,200,Wednesday,1,Winter,0,2
2024-01-24,P008,Biscuits,Snacks,19,29.32,70,Wednesday,1,Winter,0,4
2024-01-24,P009,Soap,Personal Care,6,34.84,93,Wednesday,1,Winter,0,7
2024-01-24,P010,Shampoo,Personal Care,6,122.54,58,Wednesday,1,Winter,0,7
2024-01-25,P001,Rice,Grocery,26,59.85,115,Thursday,1,Winter,0,5
2024-01-25,P002,Wheat,Grocery,19,44.75,44,Thursday,1,Winter,0,5
2024-01-25,P003,Sugar,Grocery,20,50.32,69,Thursday,1,Winter,0,4
2024-01-25,P004,Cooking Oil,Grocery,14,121.92,68,Thursday,1,Winter,0,6
2024-01-25,P005,Milk,Dairy,34,41.32,130,Thursday,1,Winter,0,2
2024-01-25,P006,Bread,Bakery,31,35.69,98,Thursday,1,Winter,0,2
2024-01-25,P007,Eggs,Dairy,60,6.76,317,Thursday,1,Winter,0,2
2024-01-25,P008,Biscuits,Snacks,24,28.96,128,Thursday,1,Winter,0,4
2024-01-25,P009,Soap,Personal Care,10,34.76,65,Thursday,1,Winter,0,7
2024-01-25,P010,Shampoo,Personal Care,6,117.2,35,Thursday,1,Winter,0,7
2024-01-26,P001,Rice,Grocery,32,61.91,93,Friday,1,Winter,1,5
2024-01-26,P002,Wheat,Grocery,27,46.32,127,Friday,1,Winter,1,5
2024-01-26,P003,Sugar,Grocery,26,48.2,113,Friday,1,Winter,1,4
2024-01-26,P004,Cooking Oil,Grocery,21,120.31,26,Friday,1,Winter,1,6
2024-01-26,P005,Milk,Dairy,34,40.53,163,Friday,1,Winter,1,2
2024-01-26,P006,Bread,Bakery,33,33.34,136,Friday,1,Winter,1,2
2024-01-26,P007,Eggs,Dairy,58,7.29,109,Friday,1,Winter,1,2
2024-01-26,P008,Biscuits,Snacks,25,30.91,99,Friday,1,Winter,1,4
2024-01-26,P009,Soap,Personal Care,17,35.5,45,Friday,1,Winter,1,7
2024-01-26,P010,Shampoo,Personal Care,12,124.49,71,Friday,1,Winter,1,7
2024-01-27,P001,Rice,Grocery,30,57.91,78,Saturday,1,Winter,0,5
2024-01-27,P002,Wheat,Grocery,20,46.53,94,Saturday,1,Winter,0,5
2024-01-27,P003,Sugar,Grocery,26,50.25,71,Saturday,1,Winter,0,4
2024-01-27,P004,Cooking Oil,Grocery,16,120.66,29,Saturday,1,Winter,0,6
2024-01-27,P005,Milk,Dairy,46,38.01,113,Saturday,1,Winter,0,2
2024-01-27,P006,Bread,Bakery,29,34.52,51,Saturday,1,Winter,0,2
2024-01-27,P007,Eggs,Dairy,50,6.69,115,Saturday,1,Winter,0,2
2024-01-27,P008,Biscuits,Snacks,25,29.65,40,Saturday,1,Winter,0,4
2024-01-27,P009,Soap,Personal Care,11,33.7,49,Saturday,1,Winter,0,7
2024-01-27,P010,Shampoo,Personal Care,8,118.35,39,Saturday,1,Winter,0,7
2024-01-28,P001,Rice,Grocery,25,58.41,143,Sunday,1,Winter,0,5
2024-01-28,P002,Wheat,Grocery,18,46.56,48,Sunday,1,Winter,0,5
2024-01-28,P003,Sugar,Grocery,19,47.8,76,Sunday,1,Winter,0,4
2024-01-28,P004,Cooking Oil,Grocery,13,116.39,94,Sunday,1,Winter,0,6
2024-01-28,P005,Milk,Dairy,43,38.33,174,Sunday,1,Winter,0,2
2024-01-28,P006,Bread,Bakery,41,33.75,121,Sunday,1,Winter,0,2
2024-01-28,P007,Eggs,Dairy,57,7.08,323,Sunday,1,Winter,0,2
2024-01-28,P008,Biscuits,Snacks,20,29.91,82,Sunday,1,Winter,0,4
2024-01-28,P009,Soap,Personal Care,11,34.02,45,Sunday,1,Winter,0,7
2024-01-28,P010,Shampoo,Personal Care,7,119.46,38,Sunday,1,Winter,0,7
2024-01-29,P001,Rice,Grocery,30,60.36,40,Monday,1,Winter,0,5
2024-01-29,P002,Wheat,Grocery,16,46.57,69,Monday,1,Winter,0,5
2024-01-29,P003,Sugar,Grocery,17,47.64,20,Monday,1,Winter,0,4
2024-01-29,P004,Cooking Oil,Grocery,9,116.71,61,Monday,1,Winter,0,6
2024-01-29,P005,Milk,Dairy,42,39.1,70,Monday,1,Winter,0,2
2024-01-29,P006,Bread,Bakery,23,35.19,136,Monday,1,Winter,0,2
2024-01-29,P007,Eggs,Dairy,54,6.83,324,Monday,1,Winter,0,2
2024-01-29,P008,Biscuits,Snacks,22,30.99,40,Monday,1,Winter,0,4
2024-01-29,P009,Soap,Personal Care,9,34.55,31,Monday,1,Winter,0,7
2024-01-29,P010,Shampoo,Personal Care,7,122.26,63,Monday,1,Winter,0,7
2024-01-30,P001,Rice,Grocery,24,62.84,131,Tuesday,1,Winter,0,5
2024-01-30,P002,Wheat,Grocery,18,44.19,30,Tuesday,1,Winter,0,5
2024-01-30,P003,Sugar,Grocery,18,51.55,91,Tuesday,1,Winter,0,4
2024-01-30,P004,Cooking Oil,Grocery,10,125.16,61,Tuesday,1,Winter,0,6
2024-01-30,P005,Milk,Dairy,37,41.33,132,Tuesday,1,Winter,0,2
2024-01-30,P006,Bread,Bakery,33,35.27,36,Tuesday,1,Winter,0,2
2024-01-30,P007,Eggs,Dairy,45,7.01,253,Tuesday,1,Winter,0,2
2024-01-30,P008,Biscuits,Snacks,19,30.39,74,Tuesday,1,Winter,0,4
2024-01-30,P009,Soap,Personal Care,11,35.24,100,Tuesday,1,Winter,0,7
2024-01-30,P010,Shampoo,Personal Care,7,115.8,91,Tuesday,1,Winter,0,7
2024-01-31,P001,Rice,Grocery,29,57.68,77,Wednesday,1,Winter,0,5
2024-01-31,P002,Wheat,Grocery,19,45.56,96,Wednesday,1,Winter,0,5
2024-01-31,P003,Sugar,Grocery,24,50.56,96,Wednesday,1,Winter,0,4
2024-01-31,P004,Cooking Oil,Grocery,8,119.18,96,Wednesday,1,Winter,0,6
2024-01-31,P005,Milk,Dairy,33,38.25,197,Wednesday,1,Winter,0,2
2024-01-31,P006,Bread,Bakery,22,33.37,87,Wednesday,1,Winter,0,2
2024-01-31,P007,Eggs,Dairy,41,6.65,193,Wednesday,1,Winter,0,2
2024-01-31,P008,Biscuits,Snacks,23,30.57,27,Wednesday,1,Winter,0,4
2024-01-31,P009,Soap,Personal Care,9,36.1,21,Wednesday,1,Winter,0,7
2024-01-31,P010,Shampoo,Personal Care,7,116.94,55,Wednesday,1,Winter,0,7
2024-02-01,P001,Rice,Grocery,19,61.45,47,Thursday,2,Winter,0,5
2024-02-01,P002,Wheat,Grocery,15,44.58,80,Thursday,2,Winter,0,5
2024-02-01,P003,Sugar,Grocery,19,50.78,67,Thursday,2,Winter,0,4
2024-02-01,P004,Cooking Oil,Grocery,13,120.51,33,Thursday,2,Winter,0,6
2024-02-01,P005,Milk,Dairy,30,41.89,53,Thursday,2,Winter,0,2
2024-02-01,P006,Bread,Bakery,37,34.51,145,Thursday,2,Winter,0,2
2024-02-01,P007,Eggs,Dairy,50,6.93,243,Thursday,2,Winter,0,2
2024-02-01,P008,Biscuits,Snacks,17,31.42,59,Thursday,2,Winter,0,4
2024-02-01,P009,Soap,Personal Care,10,34.6,26,Thursday,2,Winter,0,7
2024-02-01,P010,Shampoo,Personal Care,5,125.82,42,Thursday,2,Winter,0,7
